date,year,month,day_of_year,filename,valid_fraction,valid_pixels,total_pixels,NDVI_mean,NBR_mean,NDMI_mean,NDVI_std,NBR_std,NDMI_std,NDVI_p10,NDVI_p50,NDVI_p90,NBR_p10,NBR_p50,NBR_p90,NDMI_p10,NDMI_p50,NDMI_p90
2020-04-05,2020,4,96,sumava_2020-04-05 (2).tif,0.4601911941439965,842426,1830600,0.5951048135757446,0.37409108877182007,0.15359371900558472,0.1679774671792984,0.21616168320178986,0.20185737311840057,0.3744601607322693,0.6105405986309052,0.7947390973567963,0.09805076196789742,0.3692993074655533,0.6528337299823761,-0.09400714933872223,0.13239998370409012,0.41914841532707214
2020-04-08,2020,4,99,sumava_2020-04-08.tif,0.7160717797443461,1310841,1830600,0.6203508973121643,0.4001702070236206,0.1751910150051117,0.17729924619197845,0.2063167840242386,0.19546526670455933,0.3723214864730835,0.6522851586341858,0.817173421382904,0.1261250227689743,0.4068949818611145,0.6542717814445496,-0.06646421104669571,0.16200004518032074,0.41452907919883736
2020-04-08,2020,4,99,sumava_2020-04-08 (2).tif,0.4646006773735387,850498,1830600,0.6150957942008972,0.3829796016216278,0.15781843662261963,0.16611529886722565,0.2119961827993393,0.196492001414299,0.3935812830924988,0.6322263777256012,0.8114894211292267,0.11150168925523758,0.37762753665447235,0.6615270674228669,-0.0854977086186409,0.1366235539317131,0.42347651720046997
2020-04-10,2020,4,101,sumava_2020-04-10 (2).tif,0.4619540041516443,845653,1830600,0.3461829423904419,0.2755391001701355,0.11969161033630371,0.2572304308414459,0.17785689234733582,0.14034491777420044,0.012585309892892839,0.39357444643974304,0.6759811878204346,0.08169110715389255,0.2439781278371811,0.5444821715354919,-0.04209235683083533,0.10263559222221375,0.3147163212299348
2020-04-13,2020,4,104,sumava_2020-04-13 (2).tif,0.7160712334753633,1310840,1830600,0.31224343180656433,0.3803822994232178,0.24194984138011932,0.27345529198646545,0.1888894885778427,0.17407628893852234,-0.0060028703417629005,0.30666881799697876,0.6775556325912475,0.13438621163368225,0.38817110657691956,0.6141286969184875,0.02738000769168138,0.23345289379358292,0.4734663397073746
2020-04-13,2020,4,104,sumava_2020-04-13 (1).tif,0.4646017699115044,850500,1830600,0.25865012407302856,0.4019784927368164,0.2968561053276062,0.2749480903148651,0.17653097212314606,0.19728468358516693,-0.01776356138288975,0.1450910046696663,0.6657769978046417,0.1675081789493561,0.41126126050949097,0.6218923807144165,0.04188951700925829,0.29051685333251953,0.564924669265747
2020-04-15,2020,4,106,sumava_2020-04-15.tif,0.46190593248115375,845565,1830600,0.6234467625617981,0.3890811502933502,0.1580837219953537,0.14774136245250702,0.1801271289587021,0.1664624661207199,0.42366494536399846,0.6429346203804016,0.7944054245948792,0.1505564093589783,0.3936312794685364,0.6196153998374939,-0.056697956472635265,0.15097059309482574,0.37926586866378786
2020-04-20,2020,4,111,sumava_2020-04-20 (1).tif,0.4615104337375724,844841,1830600,0.6557130217552185,0.4280342757701874,0.20300766825675964,0.1353074014186859,0.1749865710735321,0.15903620421886444,0.4740661680698395,0.6823827624320984,0.7988868355751038,0.19355936348438263,0.44253915548324585,0.6396092176437378,-0.006726544350385666,0.20429372787475586,0.4067173898220062
2020-04-23,2020,4,114,sumava_2020-04-23 (3).tif,0.4646017699115044,850500,1830600,0.6582473516464233,0.42348191142082214,0.18898004293441772,0.13606573641300201,0.18065834045410156,0.15999266505241394,0.4762335062026978,0.6862001419067383,0.800089281797409,0.18235041797161106,0.43875834345817566,0.6426056683063507,-0.022220596112310885,0.1895882561802864,0.39522145688533783
2020-04-23,2020,4,114,sumava_2020-04-23 (2).tif,0.716075603627226,1310848,1830600,0.6708836555480957,0.4348301589488983,0.20063669979572296,0.14861725270748138,0.1813155561685562,0.15411406755447388,0.45505819022655486,0.7140281796455383,0.8171825826168061,0.1717134416103363,0.4706966131925583,0.6369824409484863,-0.019652728177607052,0.2196974903345108,0.3836584985256195
2020-04-25,2020,4,116,sumava_2020-04-25 (1).tif,0.46292909428602647,847438,1830600,0.607158362865448,0.42714202404022217,0.2039550244808197,0.1621887981891632,0.15413926541805267,0.13824577629566193,0.39464855194091797,0.6283281147480011,0.792656433582306,0.21898220479488376,0.4360094517469406,0.6159419417381287,0.016689291410148147,0.21311721950769424,0.372711306810379
2020-04-28,2020,4,119,sumava_2020-04-28.tif,0.7160766961651918,1310850,1830600,0.494797021150589,0.39486464858055115,0.19952057301998138,0.2797030806541443,0.1800600290298462,0.13504083454608917,0.018889252468943594,0.5801869630813599,0.7954003810882568,0.14486853182315826,0.4172922521829605,0.6101238965988159,0.018494605273008342,0.21126269549131393,0.36261315345764167
2020-04-28,2020,4,119,sumava_2020-04-28 (2).tif,0.4646017699115044,850500,1830600,0.30584782361984253,0.33844801783561707,0.19105444848537445,0.26450058817863464,0.1544148325920105,0.11192435771226883,-0.0008157031028531482,0.2933260351419449,0.6674875140190124,0.14692056626081468,0.3287006914615631,0.5503566861152649,0.05296325348317623,0.18821682035923004,0.3347300738096237
2020-05-05,2020,5,126,sumava_2020-05-05.tif,0.4633633781273899,848233,1830600,0.3162810206413269,0.35361433029174805,0.22620363533496857,0.2232096940279007,0.15252035856246948,0.10709630697965622,0.060803109407424935,0.25945138931274414,0.6548681735992432,0.1642214298248291,0.33445292711257935,0.5776039719581604,0.08968973457813263,0.2223319560289383,0.3687137484550477
2020-05-08,2020,5,129,sumava_2020-05-08 (3).tif,0.4646006773735387,850498,1830600,0.7090856432914734,0.5037002563476562,0.25577661395072937,0.128597229719162,0.1469920575618744,0.1351805031299591,0.5489751994609833,0.7375234365463257,0.8353099942207336,0.3125660210847855,0.5330247581005096,0.6565917909145356,0.0763493984937668,0.2739378958940506,0.406707626581192
2020-05-08,2020,5,129,sumava_2020-05-08.tif,0.7160766961651918,1310850,1830600,0.685268223285675,0.49091699719429016,0.25248628854751587,0.1500186175107956,0.15539324283599854,0.13405609130859375,0.45927790403366087,0.7268133759498596,0.8393812298774719,0.26336642503738406,0.530188113451004,0.6548207581043244,0.061464141681790346,0.2778143435716629,0.4011452645063401
2020-05-18,2020,5,139,sumava_2020-05-18 (1).tif,0.7160723260133289,1310842,1830600,0.730710506439209,0.5240898132324219,0.2731807827949524,0.13935518264770508,0.15581752359867096,0.13592398166656494,0.540430235862732,0.762249231338501,0.8698981285095215,0.2961715757846832,0.5662174224853516,0.6771520376205444,0.0728601671755314,0.30290693044662476,0.4150573402643204
2020-05-18,2020,5,139,sumava_2020-05-18 (3).tif,0.4646017699115044,850500,1830600,0.7316523194313049,0.5424449443817139,0.2888069450855255,0.11679164320230484,0.13615335524082184,0.12570185959339142,0.5994170665740968,0.7525145411491394,0.8457824170589447,0.37088712453842165,0.5707399249076843,0.6784445941448212,0.12557302117347718,0.30664393305778503,0.42479857206344607
2020-06-02,2020,6,154,sumava_2020-06-02 (3).tif,0.4646017699115044,850500,1830600,0.5926629304885864,0.48369303345680237,0.2740543782711029,0.2758868932723999,0.20249192416667938,0.14378544688224792,0.08391697332262994,0.7131440937519073,0.8495280683040619,0.1506716325879097,0.5553248822689056,0.6936733663082123,0.0679775208234787,0.29964934289455414,0.4425990968942642
2020-06-02,2020,6,154,sumava_2020-06-02.tif,0.7160766961651918,1310850,1830600,0.5936712622642517,0.45839306712150574,0.2478487491607666,0.26711902022361755,0.1983186900615692,0.13982029259204865,0.10798868164420128,0.7001022398471832,0.851569539308548,0.14318600445985794,0.5215746760368347,0.6706485509872437,0.05280028469860553,0.27267269790172577,0.41260710358619695
2020-06-12,2020,6,164,sumava_2020-06-12 (1).tif,0.7160761498962089,1310849,1830600,0.7710856199264526,0.5535454750061035,0.30139362812042236,0.1523069590330124,0.15271705389022827,0.12038852274417877,0.6055270314216614,0.8146204948425293,0.8936259746551514,0.34868231117725373,0.5982953011989594,0.6921559154987336,0.12738604545593263,0.32849279046058655,0.42680023908615106
2020-06-12,2020,6,164,sumava_2020-06-12 (2).tif,0.46459630722167594,850490,1830600,0.8080250024795532,0.5927244424819946,0.3342175781726837,0.11500991880893707,0.13084331154823303,0.11839983612298965,0.7009400129318237,0.8345837593078613,0.9000329792499542,0.43951043486595154,0.6198424100875854,0.7156300961971283,0.18710508793592454,0.3488887697458267,0.4601036459207535
2020-06-27,2020,6,179,sumava_2020-06-27 (3).tif,0.4646017699115044,850500,1830600,0.6757523417472839,0.5304737091064453,0.2916400730609894,0.21494345366954803,0.1771172136068344,0.13188043236732483,0.30895702838897704,0.7646742761135101,0.8573319792747497,0.2339381143450737,0.5911591053009033,0.7015709221363068,0.09408999755978584,0.31723086535930634,0.44120525717735287
2020-06-27,2020,6,179,sumava_2020-06-27 (1).tif,0.7160766961651918,1310850,1830600,0.63480544090271,0.49048781394958496,0.2597639560699463,0.24636974930763245,0.19464781880378723,0.13730067014694214,0.18850247859954833,0.7406404316425323,0.8535401523113251,0.16464931964874266,0.564869225025177,0.6801820397377014,0.051539008319377896,0.29385246336460114,0.4134996175765992
2020-07-04,2020,7,186,sumava_2020-07-04 (1).tif,0.4618480279689719,845459,1830600,0.32922452688217163,0.3227076530456543,0.1911773681640625,0.2681652307510376,0.1909083127975464,0.12176453322172165,0.02507131136953831,0.26974180340766907,0.7145158648490906,0.11095176339149475,0.26124444603919983,0.6025300383567811,0.05881265923380852,0.15565699338912964,0.3694004356861116
2020-07-12,2020,7,194,sumava_2020-07-12 (2).tif,0.4646017699115044,850500,1830600,0.23787853121757507,0.3096349835395813,0.20188558101654053,0.2563979923725128,0.19483895599842072,0.12636299431324005,0.01369585758075118,0.11922253668308258,0.6953234136104584,0.10127669647336006,0.2593345195055008,0.6397714078426361,0.06802942156791687,0.17090041935443878,0.3983749002218246
2020-07-14,2020,7,196,sumava_2020-07-14.tif,0.4618786190320114,845515,1830600,0.5490174889564514,0.47875896096229553,0.2840173840522766,0.21909616887569427,0.15735265612602234,0.11492259800434113,0.15808714330196383,0.6020215749740601,0.7839890241622924,0.20946061909198763,0.5236359238624573,0.6407154560089111,0.10504197180271149,0.31325671076774597,0.4073690354824066
2020-07-19,2020,7,201,sumava_2020-07-19.tif,0.4596645908445319,841462,1830600,0.3092900514602661,0.4430817663669586,0.27949780225753784,0.31698116660118103,0.17900848388671875,0.1290905475616455,-0.016908632591366768,0.1950003281235695,0.7622816622257232,0.19759621322155,0.44484955072402954,0.6737967431545258,0.11089106425642967,0.2822532206773758,0.44581246376037603
2020-07-22,2020,7,204,sumava_2020-07-22 (3).tif,0.4646017699115044,850500,1830600,0.7016681432723999,0.5417728424072266,0.2988126575946808,0.2226891964673996,0.17507587373256683,0.13010504841804504,0.3233579844236374,0.7928136587142944,0.8686029851436615,0.24850885570049286,0.6022414863109589,0.7025599420070648,0.10007667765021325,0.32713110744953156,0.44080210030078887
2020-07-22,2020,7,204,sumava_2020-07-22 (2).tif,0.716075603627226,1310848,1830600,0.7081151604652405,0.534243643283844,0.2922528386116028,0.22183699905872345,0.1735144406557083,0.12336944043636322,0.3226955562829972,0.7956212759017944,0.872140246629715,0.23892695158720018,0.5944423973560333,0.6912548303604126,0.10112052634358407,0.3205425441265106,0.4254928767681122
2020-07-27,2020,7,209,sumava_2020-07-27 (3).tif,0.4646017699115044,850500,1830600,0.6112791895866394,0.49409395456314087,0.2784428000450134,0.2935527265071869,0.20450754463672638,0.14105919003486633,0.0866046465933323,0.7591848075389862,0.8725278437137604,0.1681425914168358,0.5744302570819855,0.701430207490921,0.08007538840174676,0.3081061840057373,0.44192156493663787
2020-07-27,2020,7,209,sumava_2020-07-27 (2).tif,0.7160663170545176,1310831,1830600,0.6648626923561096,0.5165340900421143,0.28875723481178284,0.27300992608070374,0.19325214624404907,0.13204146921634674,0.13799656927585602,0.7893783450126648,0.8892595171928406,0.18466773182153703,0.5927684009075165,0.6979245901107788,0.08929117321968079,0.32230067253112793,0.4337308406829834
2020-07-29,2020,7,211,sumava_2020-07-29 (1).tif,0.460915000546269,843751,1830600,0.7155566215515137,0.543583333492279,0.30300018191337585,0.12269549816846848,0.11557839810848236,0.10147494077682495,0.572239875793457,0.7399997115135193,0.8423795104026794,0.4046632647514343,0.5659804344177246,0.6570265293121338,0.17256134748458862,0.3208715617656708,0.4066586196422577
2020-08-01,2020,8,214,sumava_2020-08-01 (2).tif,0.4646012236425216,850499,1830600,0.7944220304489136,0.5719072222709656,0.29495769739151,0.12149035185575485,0.14139407873153687,0.12473656982183456,0.663458240032196,0.828428328037262,0.8858308911323547,0.3813137948513031,0.6091099977493286,0.7000741958618164,0.12408840358257293,0.3185829520225525,0.42411568760871887
2020-08-01,2020,8,214,sumava_2020-08-01 (1).tif,0.7160739648202775,1310845,1830600,0.8062707781791687,0.5677165985107422,0.2912009656429291,0.1082233265042305,0.13183125853538513,0.11146719753742218,0.6938162326812745,0.8336537480354309,0.8911021113395691,0.4020072817802429,0.6008887887001038,0.6876255869865417,0.14335933327674866,0.3108487129211426,0.40756112337112427
2020-08-06,2020,8,219,sumava_2020-08-06 (2).tif,0.4646006773735387,850498,1830600,0.7893410921096802,0.5805469155311584,0.3064860999584198,0.1285434514284134,0.13758645951747894,0.124563068151474,0.652040433883667,0.8268962502479553,0.8841101944446564,0.40706719160079957,0.6155705451965332,0.7037039279937745,0.1448690563440323,0.32895565032958984,0.43438413739204407
2020-08-06,2020,8,219,sumava_2020-08-06.tif,0.716075603627226,1310848,1830600,0.7991452813148499,0.5793042182922363,0.30400338768959045,0.1120467409491539,0.12560324370861053,0.10972945392131805,0.6902874946594239,0.8273226022720337,0.8850719690322876,0.4263063818216324,0.6101822257041931,0.6930318474769592,0.1610375851392746,0.32236216962337494,0.41931720674037937
2020-08-08,2020,8,221,sumava_2020-08-08 (1).tif,0.4617322189446083,845247,1830600,0.6174357533454895,0.4936992824077606,0.26224949955940247,0.25083985924720764,0.19698883593082428,0.1408151090145111,0.12800528407096862,0.7259705662727356,0.8267613291740418,0.1600498765707016,0.5663313269615173,0.6806329488754272,0.06241896450519562,0.2894430160522461,0.4211441695690155
2020-08-11,2020,8,224,sumava_2020-08-11.tif,0.7160766961651918,1310850,1830600,0.3250581920146942,0.46429765224456787,0.3198564052581787,0.31751319766044617,0.1776154786348343,0.17224973440170288,-0.03301433101296425,0.29441213607788086,0.7631989896297455,0.19893199503421782,0.49870632588863373,0.6642229437828064,0.11254909336566925,0.306075856089592,0.5799018085002899
2020-08-11,2020,8,224,sumava_2020-08-11 (2).tif,0.4646017699115044,850500,1830600,0.2650845944881439,0.45726481080055237,0.34235507249832153,0.2640503942966461,0.16883306205272675,0.1688188910484314,-0.010599982459098099,0.1722593829035759,0.6755393862724304,0.21287766695022584,0.4807995855808258,0.6563569068908691,0.13897784501314164,0.3250171095132828,0.5984014213085174
2020-08-13,2020,8,226,sumava_2020-08-13 (1).tif,0.4632858079318256,848091,1830600,0.6918942332267761,0.5214993953704834,0.2575611472129822,0.1915201097726822,0.152280792593956,0.1173601970076561,0.42009061574935913,0.7547652125358582,0.8382011651992798,0.28764069080352783,0.5671432614326477,0.6584287881851196,0.0934680849313736,0.28095903992652893,0.38068175315856934
2020-08-16,2020,8,229,sumava_2020-08-16 (3).tif,0.4646017699115044,850500,1830600,0.7530186176300049,0.5824782252311707,0.31545624136924744,0.15708714723587036,0.14825454354286194,0.12582410871982574,0.5818153083324433,0.8005944192409515,0.8640533804893493,0.38962222933769225,0.6239270567893982,0.7090228974819184,0.14709496051073073,0.3385426700115204,0.44541514217853545
2020-08-16,2020,8,229,sumava_2020-08-16.tif,0.716075603627226,1310848,1830600,0.6869558691978455,0.5437553524971008,0.29519903659820557,0.22712180018424988,0.17421449720859528,0.12549790740013123,0.2802534490823746,0.7758693695068359,0.8581382513046265,0.2416842207312584,0.6057336628437042,0.6954982042312622,0.10025874748826027,0.3226111978292465,0.43045328855514525
2020-08-21,2020,8,234,sumava_2020-08-21.tif,0.7160717797443461,1310841,1830600,0.8179168105125427,0.5662485957145691,0.28298166394233704,0.10617205500602722,0.1337883025407791,0.11276967823505402,0.717767059803009,0.8454792499542236,0.8967817425727844,0.40350330471992496,0.6002166867256165,0.6853651285171509,0.13622716069221497,0.30264705419540405,0.40019330382347107
2020-08-21,2020,8,234,sumava_2020-08-21 (3).tif,0.4646017699115044,850500,1830600,0.8089054226875305,0.571509063243866,0.28794065117836,0.12216626852750778,0.14870084822177887,0.12787702679634094,0.7055864036083221,0.8421250581741333,0.8924872994422912,0.403289943933487,0.608743816614151,0.6984132707118988,0.13455834388732915,0.3101014047861099,0.4171062797307968
2020-08-26,2020,8,239,sumava_2020-08-26 (3).tif,0.4646017699115044,850500,1830600,0.6553137302398682,0.5042318105697632,0.280409038066864,0.25807321071624756,0.20817923545837402,0.1519683301448822,0.16680363565683368,0.7760065197944641,0.8643187463283539,0.16814735233783723,0.5792497396469116,0.702163314819336,0.06795437261462214,0.3093026280403137,0.44957537353038785
2020-08-26,2020,8,239,sumava_2020-08-26 (1).tif,0.7160745110892603,1310846,1830600,0.6316863298416138,0.4882849454879761,0.27024683356285095,0.28530168533325195,0.2068772315979004,0.14233560860157013,0.09230025112628937,0.7685946822166443,0.8715405762195587,0.16179307401180268,0.5651305615901947,0.6874640703201294,0.07185814902186394,0.2982885539531708,0.42942555248737335
2020-08-28,2020,8,241,sumava_2020-08-28 (2).tif,0.4626865508576423,846994,1830600,0.6480300426483154,0.47400686144828796,0.25418752431869507,0.22553597390651703,0.18779757618904114,0.12195754051208496,0.2592962384223938,0.7457498013973236,0.853020828962326,0.16473751217126847,0.5382241010665894,0.6639630615711212,0.09182316958904266,0.2702280133962631,0.39768219590187076
2020-09-05,2020,9,249,sumava_2020-09-05 (1).tif,0.4646017699115044,850500,1830600,0.3920800983905792,0.3461696207523346,0.2324041724205017,0.23179341852664948,0.15559737384319305,0.08940834552049637,0.1552104353904724,0.31134721636772156,0.7949661433696746,0.16912057399749758,0.3218682259321213,0.588188624382019,0.1187675952911377,0.2348063439130783,0.3403366148471832
2020-09-07,2020,9,251,sumava_2020-09-07.tif,0.46303343166175026,847629,1830600,0.37307679653167725,0.32738471031188965,0.1945585310459137,0.26081201434135437,0.19786407053470612,0.1206102967262268,0.058554396033287055,0.3156825602054596,0.7672641396522522,0.09471504837274551,0.3027626872062683,0.6145656824111938,0.06020328104496002,0.18334537744522095,0.3596527576446534
2020-09-12,2020,9,256,sumava_2020-09-12 (2).tif,0.4624778761061947,846612,1830600,0.49462512135505676,0.4425838589668274,0.2307714819908142,0.2910415232181549,0.22085857391357422,0.1490480899810791,0.028993800841271882,0.6125876605510712,0.8005288481712342,0.11826954111456871,0.5162911415100098,0.6810603976249695,0.04615462347865105,0.23978925496339798,0.4176629722118378
2020-09-15,2020,9,259,sumava_2020-09-15.tif,0.7160739648202775,1310845,1830600,0.7993395328521729,0.5736410021781921,0.29284748435020447,0.09912563860416412,0.13149134814739227,0.11858857423067093,0.6894515991210938,0.8259746432304382,0.8786596059799194,0.39984411001205444,0.6083307266235352,0.6955776453018189,0.12839681208133696,0.31278347969055176,0.42160840630531315
2020-09-15,2020,9,259,sumava_2020-09-15 (1).tif,0.464599584835573,850496,1830600,0.7889506816864014,0.5693944096565247,0.2906547784805298,0.11718522757291794,0.1523141860961914,0.13772663474082947,0.6686473190784454,0.8220605850219727,0.8759055733680725,0.37641680240631104,0.608041375875473,0.7094516754150391,0.10601181536912918,0.31229448318481445,0.4411298781633377
2020-09-20,2020,9,264,sumava_2020-09-20 (3).tif,0.4646006773735387,850498,1830600,0.7848902940750122,0.5635722875595093,0.2929210960865021,0.1146463006734848,0.15934418141841888,0.14258483052253723,0.665787297487259,0.8177852928638458,0.8705902993679047,0.3576148718595505,0.6032121777534485,0.7144936919212341,0.09942986816167833,0.31385496258735657,0.45297658443450933
2020-09-20,2020,9,264,sumava_2020-09-20 (1).tif,0.7160706872063805,1310839,1830600,0.7943727970123291,0.5650774240493774,0.29167911410331726,0.09867340326309204,0.1400524377822876,0.12462678551673889,0.6811541676521301,0.8220260143280029,0.8741608619689941,0.37477132081985476,0.6026467680931091,0.6972821354866028,0.11550001055002217,0.3128271698951721,0.4287358462810516
2020-09-30,2020,9,274,sumava_2020-09-30.tif,0.4645979460286245,850493,1830600,0.3337866961956024,0.33315351605415344,0.19844229519367218,0.28902095556259155,0.22574304044246674,0.14294864237308502,0.0033460263162851337,0.27314311265945435,0.7451220154762269,0.06592922434210777,0.28335799276828766,0.6631579995155334,0.04490417540073395,0.16359573602676392,0.41495214700698857
