composite_period,NDVI_mean,NBR_mean,NDMI_mean,NDVI_std,NBR_std,NDMI_std,NDVI_p50,NBR_p50,NDMI_p50,valid_fraction,date,n_images,year,month,day_of_year
2020-03-31,0.610183835029602,0.3857469658056895,0.162201056877772,0.17046400407950082,0.2114915500084559,0.19793821374575296,0.6322263777256012,0.37762753665447235,0.1366235539317131,0.5469545504206271,2020-04-05,3,2020,4,96
2020-04-10,0.3851308152079582,0.36174526065588,0.20414531975984573,0.23834379389882088,0.18085112050175667,0.1695420891046524,0.3501216322183609,0.39090119302272797,0.19221174344420433,0.5261332350049165,2020-04-10,4,2020,4,101
2020-04-20,0.5654412060976028,0.4078001727660497,0.19785907616217932,0.18773047626018524,0.1709290991226832,0.14305898422996202,0.6553554385900497,0.43738389760255814,0.2077782116830349,0.5476325612731708,2020-04-20,6,2020,4,111
2020-04-30,0.5702116290728251,0.4494105279445648,0.24482217927773794,0.1672751804192861,0.15163521965344748,0.12544430047273636,0.7268133759498596,0.530188113451004,0.2739378958940506,0.5480135838887068,2020-05-05,3,2020,5,126
2020-05-10,0.731181412935257,0.5332673788070679,0.28099386394023895,0.12807341292500496,0.1459854394197464,0.13081292062997818,0.7573818862438202,0.5684786736965179,0.3047754317522049,0.5903370479624167,2020-05-18,2,2020,5,139
2020-05-30,0.5931670963764191,0.47104305028915405,0.26095156371593475,0.27150295674800873,0.2004053071141243,0.14180286973714828,0.7066231667995453,0.5384497791528702,0.28616102039813995,0.5903392330383481,2020-06-02,2,2020,6,154
2020-06-09,0.7895553112030029,0.5731349587440491,0.31780560314655304,0.13365843892097473,0.14178018271923065,0.11939417943358421,0.8246021270751953,0.6090688556432724,0.33869078010320663,0.5903362285589424,2020-06-12,2,2020,6,164
2020-06-19,0.655278891324997,0.5104807615280151,0.27570201456546783,0.23065660148859024,0.18588251620531082,0.13459055125713348,0.7526573538780212,0.5780141651630402,0.30554166436195374,0.5903392330383481,2020-06-27,2,2020,6,179
2020-06-29,0.32922452688217163,0.3227076530456543,0.1911773681640625,0.2681652307510376,0.1909083127975464,0.12176453322172165,0.26974180340766907,0.26124444603919983,0.15565699338912964,0.4618480279689719,2020-07-04,1,2020,7,186
2020-07-09,0.39344801008701324,0.3941969722509384,0.24295148253440857,0.23774708062410355,0.17609580606222153,0.12064279615879059,0.3606220558285713,0.39148522168397903,0.24207856506109238,0.4632401944717579,2020-07-12,2,2020,7,194
2020-07-19,0.5990430474281311,0.5059452593326569,0.28755266666412355,0.26561400294303894,0.18507169783115388,0.13113313913345337,0.7893783450126648,0.5927684009075165,0.3205425441265106,0.5642020102698568,2020-07-19,5,2020,7,201
2020-07-29,0.7809471607208252,0.5686116576194763,0.29992966651916503,0.11859987378120422,0.13039868772029878,0.11439424604177476,0.8273226022720337,0.6091099977493286,0.3208715617656708,0.5644532940019665,2020-07-29,5,2020,7,211
2020-08-08,0.556574543317159,0.510499119758606,0.29877956708272296,0.23468875139951706,0.16969786832729974,0.14176099126537642,0.7403678894042969,0.5667372941970825,0.31434352695941925,0.5477289777486435,2020-08-08,6,2020,8,221
2020-08-18,0.7284555733203888,0.5325686037540436,0.280394546687603,0.19292830489575863,0.1743864044547081,0.13373766094446182,0.8090657889842987,0.589733213186264,0.3059748411178589,0.5903374576641538,2020-08-21,4,2020,8,234
2020-08-28,0.5200550705194473,0.4100882411003113,0.2432958483695984,0.22866469621658325,0.1716974750161171,0.10568294301629066,0.5285485088825226,0.4300461634993553,0.2525171786546707,0.46364416038457335,2020-08-28,2,2020,8,241
2020-09-07,0.6139980331063271,0.47825099527835846,0.25220806896686554,0.19204110093414783,0.175632044672966,0.13149339891970158,0.7173241227865219,0.5621662586927414,0.2760418690741062,0.5265462143559488,2020-09-07,4,2020,9,251
2020-09-17,0.7896315455436707,0.5643248558044434,0.29230010509490967,0.10665985196828842,0.14969830960035324,0.13360580801963806,0.8199056535959244,0.6029294729232788,0.31334106624126434,0.5903356822899596,2020-09-20,2,2020,9,264
2020-09-27,0.46355389058589935,0.39675018191337585,0.22482960671186447,0.2027265876531601,0.16864490881562233,0.1191042847931385,0.4399670958518982,0.3788212612271309,0.2116996794939041,0.4638102261553589,2020-09-30,2,2020,9,274
2020-10-17,0.5939204096794128,0.49551063776016235,0.2682037949562073,0.25104910135269165,0.20653963088989258,0.16130609810352325,0.6843682527542114,0.5427225232124329,0.26801878213882446,0.7160663170545176,2020-10-25,1,2020,10,299
2021-04-21,0.5353029295802116,0.3732812628149986,0.16883628442883492,0.19782217219471931,0.17528770491480827,0.15533586777746677,0.579246774315834,0.38487138599157333,0.16287647187709808,0.5383016497323282,2021-04-23,4,2021,4,113
2021-05-01,0.6045520305633545,0.4180917739868164,0.19687211513519287,0.16927147656679153,0.1580178290605545,0.13524337112903595,0.6384671628475189,0.43351051211357117,0.19960595667362213,0.5889287665246368,2021-05-08,2,2021,5,128
2021-05-11,0.4202263057231903,0.4415420591831207,0.2806401252746582,0.3138573467731476,0.182412251830101,0.14406894147396088,0.48767293989658356,0.46198783814907074,0.2754020094871521,0.46213700426089804,2021-05-20,1,2021,5,140
2021-05-31,0.5454060932000478,0.5136549770832062,0.32702775796254474,0.21401704351107279,0.13796017815669379,0.110231414437294,0.5807311832904816,0.5451725721359253,0.3257370591163635,0.4643040533158527,2021-06-02,3,2021,6,153
2021-06-10,0.7134931882222494,0.5519953568776449,0.3109145263830821,0.20555263261000314,0.17313419779141745,0.13632618387540182,0.8244017064571381,0.6205964088439941,0.3462406098842621,0.5471546669580101,2021-06-17,3,2021,6,168
2021-06-20,0.4112730622291565,0.36411356925964355,0.2251495122909546,0.29027923941612244,0.20384342968463898,0.1323021799325943,0.4003596305847168,0.3347799479961395,0.20345564186573029,0.461686878619032,2021-06-29,1,2021,6,180
2021-07-10,0.612351526816686,0.5283836424350739,0.3162841995557149,0.2866482337315877,0.19164077937602997,0.13319366673628488,0.8011129796504974,0.6198615729808807,0.3585798889398575,0.5477349867074547,2021-07-12,3,2021,7,193
2021-07-20,0.6400662183761596,0.5286141991615295,0.30808902978897096,0.23454772233963012,0.18609443604946135,0.14085948169231416,0.715650349855423,0.6025722622871399,0.3421285152435303,0.5142775046432864,2021-07-22,5,2021,7,203
2021-08-09,0.3366343230009079,0.495155930519104,0.37856434285640717,0.31202808022499084,0.1668112501502037,0.15331748127937317,0.25458776159211993,0.537908062338829,0.39234160631895065,0.4638667649950836,2021-08-11,2,2021,8,223
2021-08-19,0.4344417154788971,0.43625354766845703,0.2601518929004669,0.3164089173078537,0.20852840691804886,0.1404370293021202,0.4821465164422989,0.45900747925043106,0.25557300075888634,0.5903386867693652,2021-08-21,2,2021,8,233
2021-08-29,0.6578574478626251,0.5400046408176422,0.3208795636892319,0.2593509703874588,0.203385129570961,0.14801768213510513,0.7734325081110001,0.6176479160785675,0.3481758236885071,0.5889749262536873,2021-09-02,2,2021,9,245
2021-09-08,0.4328107237815857,0.49053120613098145,0.319717213511467,0.31777897477149963,0.18950937688350677,0.1524776741862297,0.44409941881895065,0.5149265676736832,0.32057835906744003,0.4637946574893478,2021-09-10,2,2021,9,253
2021-09-18,0.8221752941608429,0.5969252288341522,0.3291578143835068,0.11386008188128471,0.1598273515701294,0.1482623666524887,0.8593650162220001,0.6372657120227814,0.34920383244752884,0.5903354091554681,2021-09-25,2,2021,9,268
2021-09-28,0.6571264664332072,0.524586816628774,0.31688661376635235,0.23315964887539545,0.19662511348724365,0.15563576916853586,0.753154993057251,0.584147036075592,0.3363359868526459,0.547959321169744,2021-09-30,3,2021,9,273
2021-10-08,0.6327399134635925,0.47900626957416537,0.28170301020145416,0.18888776153326034,0.1934329628944397,0.15698347091674805,0.7545216679573059,0.5493963360786438,0.2991843521595001,0.5649913689500711,2021-10-10,5,2021,10,283
2021-10-18,0.5414663702249527,0.42300865799188614,0.2342754788696766,0.24504556879401207,0.1842884160578251,0.14593889005482197,0.605421245098114,0.4166954457759857,0.23041264712810516,0.5271329072435267,2021-10-20,4,2021,10,293
2021-10-28,0.7259928584098816,0.5232858657836914,0.2909099757671356,0.2133006900548935,0.21356523036956787,0.20423343777656555,0.7681419253349304,0.5346340835094452,0.27071329951286316,0.46458592811100186,2021-10-30,1,2021,10,303
2022-04-11,0.37228691577911377,0.33483728766441345,0.18585170805454254,0.12656375765800476,0.12186694890260696,0.12691040337085724,0.36089783906936646,0.330847904086113,0.19320325553417206,0.4646017699115044,2022-04-13,1,2022,4,103
2022-05-01,0.3767944077650706,0.4314581553141276,0.27823103964328766,0.329943706591924,0.18099944790204367,0.15716882546742758,0.41015341877937317,0.43804463744163513,0.26788173615932465,0.5474077715867293,2022-05-03,3,2022,5,123
2022-05-11,0.5748444398244222,0.47973331809043884,0.2764854431152344,0.2475790282090505,0.16443209846814474,0.12210290630658467,0.6230332255363464,0.5300987958908081,0.2905368506908417,0.5464792964055502,2022-05-15,3,2022,5,135
2022-05-21,0.48368069529533386,0.455114483833313,0.2939714044332504,0.3294421136379242,0.22065775096416473,0.15161588042974472,0.5944941192865372,0.48879294842481613,0.2943325787782669,0.46331066317054515,2022-05-28,2,2022,5,148
2022-05-31,0.5303835868835449,0.47952498992284137,0.2922392388184865,0.32701252897580463,0.2079860419034958,0.141812264919281,0.5969081521034241,0.5121001303195953,0.3069785088300705,0.5477023926581448,2022-06-02,3,2022,6,153
2022-06-10,0.6416832059621811,0.5288394689559937,0.3136719688773155,0.24470086209475994,0.1803378090262413,0.1328581590205431,0.7620401680469513,0.5996359437704086,0.33960557729005814,0.5272890036053753,2022-06-12,4,2022,6,163
2022-06-20,0.6098419080177943,0.5110061665376028,0.2918925881385803,0.1596273680528005,0.1364054853717486,0.10980781416098277,0.825021892786026,0.6313644349575043,0.349969744682312,0.5484267453294002,2022-06-22,3,2022,6,173
2022-06-30,0.7456031441688538,0.581137090921402,0.347095787525177,0.20962467044591904,0.17348139733076096,0.1283809244632721,0.8326018452644348,0.6442240178585052,0.37853720039129257,0.590337867365891,2022-07-02,2,2022,7,183
2022-07-10,0.7673143744468689,0.5790452063083649,0.3212658762931824,0.14379331283271313,0.13849661126732826,0.12134693749248981,0.8131471872329712,0.6177631914615631,0.3475601375102997,0.526865508576423,2022-07-14,4,2022,7,195
2022-07-20,0.6045853694279989,0.49683064222335815,0.27468154827753705,0.2787686238686244,0.1944375286499659,0.1380984385808309,0.8045322299003601,0.6131044328212738,0.3316889852285385,0.547719691175935,2022-07-22,3,2022,7,203
2022-07-30,0.7272996306419373,0.5435272753238678,0.28974342346191406,0.2018524929881096,0.1750880479812622,0.14425071328878403,0.805467426776886,0.601651206612587,0.3219575360417366,0.4624680432645034,2022-08-03,2,2022,8,215
2022-08-09,0.7214502394199371,0.539799839258194,0.2938239723443985,0.18422247469425201,0.17367003485560417,0.13972172886133194,0.7966423779726028,0.5966513305902481,0.31891869753599167,0.526508248661641,2022-08-11,4,2022,8,223
2022-08-29,0.5794939696788788,0.4899333119392395,0.29573968052864075,0.22108166913191477,0.17139112949371338,0.14198087404171625,0.7792775630950928,0.5819032192230225,0.31873947381973267,0.4101817254816271,2022-09-02,3,2022,9,245
2022-10-08,0.6294347494840622,0.4583641141653061,0.23582462593913078,0.2077876776456833,0.18421094492077827,0.1485641598701477,0.7173934280872345,0.5039371252059937,0.25322144478559494,0.5262730798645253,2022-10-10,4,2022,10,283
2022-10-18,0.5130662769079208,0.3869664743542671,0.21158387139439583,0.2526387944817543,0.1775098294019699,0.14026541262865067,0.5397646725177765,0.3693643808364868,0.19835005700588226,0.5895109526931062,2022-10-20,4,2022,10,293
2023-04-01,0.29023391008377075,0.322048544883728,0.17675527930259705,0.2780648171901703,0.17469599843025208,0.12823832035064697,0.21293731033802032,0.29321417212486267,0.15820281207561493,0.46434010706872064,2023-04-10,1,2023,4,100
2023-05-01,0.6832820177078247,0.45376548171043396,0.217494934797287,0.12348714470863342,0.1628148853778839,0.14261353015899658,0.7101070582866669,0.4780588150024414,0.22862590849399567,0.4628657270840162,2023-05-05,1,2023,5,125
2023-05-21,0.7947598298390707,0.5825976133346558,0.3357037405172984,0.11316482971111934,0.13778368631998697,0.11988876760005951,0.8167167007923126,0.6163584291934967,0.3546254187822342,0.5480774973596999,2023-05-25,3,2023,5,145
2023-05-31,0.7950979471206665,0.5898904204368591,0.3443692922592163,0.11597602069377899,0.13515333831310272,0.12176909297704697,0.8220189809799194,0.622183233499527,0.365757018327713,0.4628187479514913,2023-06-04,1,2023,6,155
2023-06-10,0.6408764198422432,0.5186319425702095,0.30820203945040703,0.24684303998947144,0.19002212211489677,0.1382324267178774,0.7856741100549698,0.6111994981765747,0.357403464615345,0.590033185840708,2023-06-12,4,2023,6,163
2023-06-20,0.75041663646698,0.5662988424301147,0.3110465109348297,0.16334165632724762,0.15566426515579224,0.13516472280025482,0.8092139959335327,0.6197042763233185,0.34772367775440216,0.4631410466513711,2023-06-29,1,2023,6,180
2023-06-30,0.5629493693510691,0.4782688319683075,0.26319700479507446,0.2895917296409607,0.2133514533440272,0.16225115458170572,0.6963429152965546,0.5183428823947906,0.26870378851890564,0.5480833242288502,2023-07-07,3,2023,7,188
2023-07-10,0.37919508665800095,0.42043574154376984,0.23646651953458786,0.3253554552793503,0.20210230350494385,0.14396848529577255,0.33615593891590834,0.41546669602394104,0.22193171456456184,0.5893414727411778,2023-07-17,2,2023,7,198
2023-08-09,0.6171917974948883,0.5348214507102966,0.3124802827835083,0.24748899787664413,0.17904062271118165,0.16174959838390351,0.7081724405288696,0.5629260540008545,0.34028099477291107,0.5650546268982847,2023-08-11,5,2023,8,223
2023-08-19,0.7260002891222636,0.5364359815915426,0.2754061818122864,0.21186773478984833,0.1814919412136078,0.1487362484137217,0.7979494333267212,0.5946478247642517,0.3002661168575287,0.5478560763319859,2023-08-21,3,2023,8,233
2023-08-29,0.8189650923013687,0.6008402556180954,0.33088500797748566,0.11119337379932404,0.14806820824742317,0.13505972176790237,0.852736309170723,0.6442834287881851,0.35873329639434814,0.48739784770020755,2023-09-05,4,2023,9,248
2023-09-08,0.7912981339863369,0.5805869017328534,0.31255288634981426,0.1256334941302027,0.15742060116359166,0.141376936009952,0.8330284655094147,0.6296089291572571,0.3449026793241501,0.5128743113108895,2023-09-10,7,2023,9,253
2023-09-18,0.8092054526011149,0.5857881506284078,0.3158811132113139,0.12931983917951584,0.16486887137095133,0.15246978402137756,0.860299676656723,0.6330075562000275,0.3446647673845291,0.5479227211478932,2023-09-20,3,2023,9,263
2023-09-28,0.725808322429657,0.5098557323217392,0.2759716212749481,0.14923343062400818,0.17902953922748566,0.15352893620729446,0.7666752189397812,0.5361457541584969,0.2812899202108383,0.4616215994755818,2023-10-02,2,2023,10,275
2023-10-18,0.5737146635850271,0.4434457818667094,0.25527648131052655,0.25560049215952557,0.2261733114719391,0.17182451983292898,0.7059692740440369,0.4962017685174942,0.24680152535438538,0.5476461269529116,2023-10-22,3,2023,10,295
2024-03-31,0.5136210173368454,0.40353432297706604,0.2061653807759285,0.11487879604101181,0.10933417454361916,0.10074910521507263,0.5158708021044731,0.4088939428329468,0.21178583055734634,0.46371462908336064,2024-04-07,2,2024,4,98
2024-04-10,0.5412918329238892,0.44277939200401306,0.25168347358703613,0.1509556621313095,0.13071148097515106,0.11906355619430542,0.5456070303916931,0.45407943427562714,0.26674553751945496,0.7160766961651918,2024-04-12,1,2024,4,103
2024-04-20,0.6011679669221243,0.5130839149157206,0.3073734939098358,0.18025752902030945,0.14677920937538147,0.15021843959887823,0.7439024150371552,0.5596878826618195,0.3004591166973114,0.5477409956662661,2024-04-27,3,2024,4,118
2024-04-30,0.44505658745765686,0.3921665847301483,0.21913703282674155,0.29149282972017926,0.19105023642381033,0.12365957846244176,0.5119452774524689,0.4229493588209152,0.2176218405365944,0.5481390436651007,2024-05-02,3,2024,5,123
2024-05-10,0.5155704319477081,0.43314293026924133,0.25559135526418686,0.29147350788116455,0.20965204387903214,0.13826388865709305,0.6168258190155029,0.4793659597635269,0.2653605490922928,0.46201081612586037,2024-05-14,2,2024,5,135
2024-05-30,0.726276695728302,0.5597991347312927,0.32574355602264404,0.21228493750095367,0.16863784193992615,0.1260518878698349,0.806721031665802,0.6134217977523804,0.3506469279527664,0.4630481809242871,2024-06-08,1,2024,6,160
2024-06-09,0.7229769825935364,0.5507782697677612,0.3147093653678894,0.1344563066959381,0.12246593832969666,0.10381320863962173,0.7601697444915771,0.5744519233703613,0.3315586745738983,0.4623145416803234,2024-06-18,1,2024,6,170
2024-06-19,0.4154776632785797,0.43897612392902374,0.2723402678966522,0.3295783996582031,0.1758527010679245,0.12284443899989128,0.4210025668144226,0.44998473674058914,0.2850789204239845,0.5895648967551622,2024-06-26,2,2024,6,178
2024-06-29,0.7922264933586121,0.5861729383468628,0.31472235918045044,0.12949209287762642,0.13311893492937088,0.11531790345907211,0.830732524394989,0.6226565092802048,0.33618904650211334,0.5903392330383481,2024-07-06,2,2024,7,188
2024-07-09,0.6908804774284363,0.5263085961341858,0.2875329256057739,0.18479453027248383,0.15082381665706635,0.1205870732665062,0.7561425566673279,0.5732216835021973,0.3142114281654358,0.4623145416803234,2024-07-18,1,2024,7,200
2024-07-19,0.6647475361824036,0.518541544675827,0.2761661857366562,0.26636868715286255,0.1913662850856781,0.13925239443778992,0.7858740240335464,0.5916103422641754,0.3059691786766052,0.5903386867693652,2024-07-21,2,2024,7,203
2024-07-29,0.7235092918078104,0.5382375319798788,0.2815140684445699,0.16972256203492483,0.16433671116828918,0.1325231542189916,0.818877786397934,0.6066746711730957,0.3177725672721863,0.5477821479296406,2024-07-31,3,2024,7,213
2024-08-08,0.5988698303699493,0.47815869251887005,0.25327977538108826,0.24099289625883102,0.18102550009886423,0.13206245501836142,0.7072821259498596,0.525884747505188,0.27217237651348114,0.5476668851742598,2024-08-10,3,2024,8,223
2024-08-18,0.6132312715053558,0.48857687413692474,0.27345694601535797,0.1805066466331482,0.1614009588956833,0.1231238879263401,0.6496141850948334,0.519248828291893,0.28425532951951027,0.46376352015732547,2024-08-20,2,2024,8,233
2024-08-28,0.7671864628791809,0.5565331727266312,0.2857328802347183,0.14044207893311977,0.16037508100271225,0.1416185200214386,0.8166389465332031,0.5966764837503433,0.3065204471349716,0.5903392330383481,2024-08-30,4,2024,8,243
2024-09-17,0.7722167174021403,0.5697300831476847,0.30628110965092975,0.1234197864929835,0.15677425265312195,0.14260263244311014,0.8109689950942993,0.6124936938285828,0.3286181092262268,0.47183655632033217,2024-09-19,3,2024,9,263
